codigo_ocorrencia2;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;matricula;assentos
65623;PROFESSOR URBANO ERNESTO STUMPF;CAMPO DE MARTE;CORRIDA APÓS POUSO;LEVE;0;PRFTX;5
65627;SÍLVIO NAME JÚNIOR;SÍLVIO NAME JÚNIOR;SUBIDA;SUBSTANCIAL;0;PUAQA;2
65632;SANTA ANASTÁCIA I;SANTA ANASTÁCIA I;CIRCUITO DE TRÁFEGO;DESTRUÍDA;2;PRSLV;1
65633;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;FORA DE AERODROMO;DESCIDA DESCONTROLADA;SUBSTANCIAL;0;PPEJK;6
65653;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;ANGRA DOS REIS;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTMMP;8
65659;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;MAJOR BRIGADEIRO DO AR DOORGAL GOMES;INDETERMINADA;LEVE;0;PRKRT;10
65660;LAURO CARNEIRO DE LOYOLA;LAURO CARNEIRO DE LOYOLA;CORRIDA APÓS POUSO;LEVE;0;PPLMP;2
65662;VIRACOPOS;AFONSO PENA;TÁXI;NENHUM;0;PRAXV;125
65674;PRESIDENTE JUSCELINO KUBITSCHEK;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;NENHUM;0;PTWJS;11
65679;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;POUSO;NENHUM;0;PTJKG;4
65684;MARECHAL RONDON;PROFESSOR ERIBERTO MANOEL REINO;DECOLAGEM;LEVE;0;PRATR;75
65693;GOVERNADOR ANDRÉ FRANCO MONTORO;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;NENHUM;0;PRXCA;4
65694;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;***;0;PUXXX6;NULL
65695;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO INTERNACIONAL JOHN F. KENNEDY;CRUZEIRO;LEVE;0;N173DZ;0
65713;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;SUBSTANCIAL;4;PTNCJ;4
65714;ITAITUBA;NOVO PROGRESSO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRCAC;6
65715;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PPIEF;6
65716;DOMINGOS PIGNATARI;DOMINGOS PIGNATARI;POUSO;SUBSTANCIAL;0;PPGOA;2
65717;SÓCRATES MARIANI BITTENCOURT;BARRA GRANDE;POUSO;SUBSTANCIAL;0;PRJVF;10
65722;EFAI;EFAI;SUBIDA;SUBSTANCIAL;0;PREFC;2
65724;LUÍS DAL CANALLE FILHO;SALGADO FILHO;SUBIDA;NENHUM;0;PTWZC;7
65736;ANÁPOLIS;ANÁPOLIS;POUSO;NENHUM;0;PPMRH;6
65736;ANÁPOLIS;ANÁPOLIS;ESTACIONAMENTO;LEVE;0;PUBRA;0
65741;GOVERNADOR ANDRÉ FRANCO MONTORO;GOVERNADOR ANDRÉ FRANCO MONTORO;PROCEDIMENTO DE APROXIMAÇÃO IFR;NENHUM;0;PTMSO;235
65743;SÍLVIO NAME JÚNIOR;SÍLVIO NAME JÚNIOR;MANOBRA;DESTRUÍDA;1;PTZUN;2
65745;HERCÍLIO LUZ;BACACHERI;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRFLM;6
65749;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;POUSO;SUBSTANCIAL;0;PTBMS;4
65750;FAZENDA CRISTO REDENTOR;CAMPO GRANDE;INDETERMINADA;DESTRUÍDA;1;PTVKY;7
65754;PROFESSOR URBANO ERNESTO STUMPF;MIRASSOL;DESCIDA;SUBSTANCIAL;0;N1001R;1
65757;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;CRUZEIRO;LEVE;0;PTDIS;6
65758;PRESIDENTE JUSCELINO KUBITSCHEK;PRESIDENTE JUSCELINO KUBITSCHEK;ESPECIALIZADA;NENHUM;0;PPNBS;2
65765;TRES LAGOAS;PRIMO BITTI;POUSO;SUBSTANCIAL;0;PRAZT;79
65766;CAMPO GRANDE;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;LEVE;0;PTMZG;184
65768;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;POUSO;LEVE;0;PTIDY;7
65770;CAMPO DE MARTE;CAMPO DE MARTE;MUDANÇA DE NÍVEL OU ALTITUDE;LEVE;0;PTRXC;4
65771;COMANDANTE ANTONIO AMILTON BERALDO;COMANDANTE ANTONIO AMILTON BERALDO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PPGPM;2
65774;SANTA GENOVEVA/GOIÂNIA;AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN;CRUZEIRO;DESTRUÍDA;4;PRDTA;6
65794;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;1;PUBFB;2
65795;FORA DE AERODROMO;AEROCLUBE DE ELDORADO DO SUL;POUSO;LEVE;0;PUMMM;2
65797;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;NENHUM;0;PTMXM;231
65799;LEME;PISTA DE POUSO EVENTUAL;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PUDJB;2
65800;ZUMBI DOS PALMARES;GUARARAPES - GILBERTO FREYRE;TÁXI;NENHUM;0;PROCI;172
65808;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTDJT;1
65809;MOJI MIRIM;MOJI MIRIM;CRUZEIRO;SUBSTANCIAL;1;PUMFO;2
65810;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTAQS;1
65813;FORA DE AERODROMO;ATLAS BRASIL CANTANHEDE;CRUZEIRO;SUBSTANCIAL;0;PTRVM;6
65815;EL DORADO;CANELA;DESCIDA;SUBSTANCIAL;0;PRDYD;4
65818;CATARATAS;GOVERNADOR ANDRÉ FRANCO MONTORO;INDETERMINADA;LEVE;0;PTMXP;231
65820;BASE AÉREA DE TAUBATÉ;BASE AÉREA DE TAUBATÉ;CORRIDA APÓS POUSO;LEVE;0;PTAZQ;4
65824;GOVERNADOR ALUÍZIO ALVES;PINTO MARTINS;POUSO;LEVE;0;PPFFU;6
65825;RODRIGUES;RODRIGUES;MANOBRA;DESTRUÍDA;1;PUXXX8;NULL
65827;EDUARDO GOMES;EDUARDO GOMES;SUBIDA;NENHUM;0;PRTTH;52
65831;EURICO DE AGUIAR SALLES;ANTONIO CARLOS JOBIM / GALEÃO;TÁXI;NENHUM;0;PRGXZ;187
65834;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTUTV;1
65835;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRSTN;9
65839;SANTA VITÓRIA DO PALMAR;SANTA VITÓRIA DO PALMAR;ESPECIALIZADA;SUBSTANCIAL;0;PTUOT;1
65840;ESTÂNCIA SANTA MARIA;CAMPO GRANDE;CRUZEIRO;LEVE;0;PTDRR;6
65843;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTZNL;4
65844;SANTA GENOVEVA/GOIÂNIA;GOVERNADOR ANDRÉ FRANCO MONTORO;ESTACIONAMENTO;SUBSTANCIAL;0;PRAVL;129
65854;CAMPO DE MARTE;CAMPO DE MARTE;DECOLAGEM;NENHUM;0;PTIJY;4
65863;CLUBE DE ESPORTES AÉREOS E NÁUTICOS DO PARÁ;CLUBE DE ESPORTES AÉREOS E NÁUTICOS DO PARÁ;CRUZEIRO;SUBSTANCIAL;0;PUVET;2
65864;SANTA GENOVEVA/GOIÂNIA;14 BIS;APROXIMAÇÃO FINAL;NENHUM;0;PTETB;6
65865;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;LEITE LOPES;DESCIDA;NENHUM;0;PPPTO;73
65866;HERCÍLIO LUZ;COSTA ESMERALDA;SUBIDA;LEVE;0;PRFLN;2
65867;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTWUR;1
65876;SALGADO FILHO;VIRACOPOS;TÁXI;LEVE;0;PRAXS;125
65878;FORA DE AERODROMO;FORA DE AERODROMO;PUSHBACK;NENHUM;0;PRATB;75
65890;SERAFIN ENOSS BERTASO;GOVERNADOR ANDRÉ FRANCO MONTORO;CORRIDA APÓS POUSO;LEVE;0;PRGIN;151
65892;PRESIDENTE JUSCELINO KUBITSCHEK;SANTA MARIA DA VITÓRIA;POUSO;SUBSTANCIAL;0;PTERC;6
65893;ESPUMOSO;AEROCLUBE DE PASSO FUNDO;SUBIDA;SUBSTANCIAL;2;PTNQS;4
65916;VIRACOPOS;VIRACOPOS;SUBIDA;LEVE;0;PRAQQ;75
65920;PINTO MARTINS;PRESIDENTE CASTRO PINTO;POUSO;LEVE;0;PRNCL;6
65921;BLUMENAU;BLUMENAU;TÁXI;SUBSTANCIAL;0;PPGCT;2
65921;BLUMENAU;BLUMENAU;TÁXI;SUBSTANCIAL;0;PUALX;2
65922;LONE STAR;ALASKAN STAR;POUSO;NENHUM;0;PRSEF;14
65923;FAZENDA SÃO JOÃO;FAZENDA SÃO JOÃO;DECOLAGEM;SUBSTANCIAL;0;PTWEB;1
65929;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;DESTRUÍDA;1;PTULQ;1
65931;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;CRUZEIRO;NENHUM;0;PTVHV;4
65934;JATAÍ;FORA DE AERODROMO;DECOLAGEM;DESTRUÍDA;2;PTXXX6;NULL
65936;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;TÁXI;NENHUM;0;PPMAX;6
65953;Comandante Rolim Adolfo Amaro;SOROCABA;TÁXI;NENHUM;0;PRLAL;2
65963;DEPUTADO LUÍS EDUARDO MAGALHÃES;JORGE NEWBERY AIRFIELD;TÁXI;NENHUM;0;LVFQB;NULL
65963;GUARARAPES - GILBERTO FREYRE;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;NENHUM;0;PROCP;172
65972;COMANDANTE ANTONIO AMILTON BERALDO;14 BIS;CRUZEIRO;NENHUM;0;PRVSB;4
65974;Comandante Rolim Adolfo Amaro;GASTÃO MADEIRA;CORRIDA APÓS POUSO;LEVE;0;PREUJ;4
65978;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;NENHUM;0;PPFHP;2
65980;FORA DE AERODROMO;HELPN GOIS;DECOLAGEM VERTICAL;SUBSTANCIAL;0;PTHYE;6
65981;DOLORES;DOLORES;CRUZEIRO;LEVE;0;PPMHJ;5
65982;AEROCLUBE DE SANTA CATARINA;AEROCLUBE DE SANTA CATARINA;DESCIDA;SUBSTANCIAL;0;PTIBL;4
65984;CARLOS PRATES;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;DECOLAGEM;LEVE;0;PRZLO;4
65990;VIRACOPOS;AEROPORTO INTERNACIONAL DE MEMPHIS;SUBIDA;NENHUM;0;N621FE;NULL
65994;CAMPO DE MARTE;CAMPO DE MARTE;TÁXI;LEVE;0;PRWAJ;4
65998;GUARARAPES - GILBERTO FREYRE;GUARARAPES - GILBERTO FREYRE;TÁXI;LEVE;0;PTETJ;7
66005;FAZENDA BANDEIRANTES;ESTÂNCIA SANTA MARIA;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTOMK;5
66007;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;CRUZEIRO;NENHUM;0;PRAYM;125
66019;LEITE LOPES;FAZENDA TRÊS IRMÃOS;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRNBB;6
66020;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;POUSO;LEVE;0;PRSKF;4
66021;GERALDO GUIAS DE AQUINO;GOVERNADOR JOSÉ RICHA;CORRIDA APÓS POUSO;LEVE;0;PRFTF;6
66022;JACAREPAGUÁ;CAP. PM CIDIMAR ANTUNES DE ALMEIDA;PAIRADO;DESTRUÍDA;4;PRIDR;6
66034;TUPI PAULISTA;SÃO SEBASTIÃO DO PARAÍSO;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;PTBHB;4
66036;BACACHERI;SANTA TEREZINHA;CORRIDA APÓS POUSO;LEVE;0;PTOCL;7
66037;CAMPO DE MARTE;LUIZ GONZAGA LUTTI;TÁXI;LEVE;0;PULVG;2
66039;RUY BARBOSA;PORTO SEGURO;TÁXI;LEVE;0;PPCIO;4
66048;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PRLFA;1
66049;ESPUMOSO;ESPUMOSO;MANOBRA;SUBSTANCIAL;0;PRUAM;1
66050;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;DECOLAGEM;LEVE;0;PTPMC;2
66051;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;SUBSTANCIAL;0;PTWKT;1
66064;GOVERNADOR ANDRÉ FRANCO MONTORO;ORLANDO BEZERRA DE MENEZES;CRUZEIRO;NENHUM;0;PRONH;129
66065;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PRJRL;4
66066;PISTA DE POUSO  NÃO HOMOLOGADA;PISTA DE POUSO  NÃO HOMOLOGADA;ESPECIALIZADA;DESTRUÍDA;1;PTUOD;1
66073;MARECHAL CUNHA MACHADO;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;NENHUM;0;PRAUN;125
66075;Francisco Beltrão;JUVENAL LOUREIRO CARDOSO;TÁXI;LEVE;0;PTJPX;4
66076;OSCAR LARANJEIRAS;OSCAR LARANJEIRAS;MANOBRA;NENHUM;0;PPRTO;2
66078;HBR;FORA DE AERODROMO;VOO A BAIXA ALTURA;DESTRUÍDA;4;PRTUN;4
66081;PRESIDENTE JUSCELINO KUBITSCHEK;CAMPO DE MARTE;CORRIDA APÓS POUSO;LEVE;0;PTOSD;7
66082;CONGONHAS;PAULINO RIBEIRO DE ANDRADE;POUSO;LEVE;0;PRONE;9
66083;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;POUSO;SUBSTANCIAL;0;PUISS;2
66084;JOSÉ CLETO;JOSÉ CLETO;VOO A BAIXA ALTURA;DESTRUÍDA;1;PUAEP;0
66086;FLORES;NOVO ARIPUANÃ;DECOLAGEM;DESTRUÍDA;6;PTREI;6
66088;CAMPO DE MARTE;AFONSO PENA;CRUZEIRO;LEVE;0;PRDSA;6
66089;GOVERNADOR ANDRÉ FRANCO MONTORO;CONGONHAS;APROXIMAÇÃO FINAL;NENHUM;0;PRAVB;141
66090;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;CORRIDA APÓS POUSO;NENHUM;0;PPGXB;2
66093;FORA DE AERODROMO;FAZENDA ÁGUA AZUL;POUSO;SUBSTANCIAL;0;PPPLE;6
66094;ERECHIM;ERECHIM;ESPECIALIZADA;LEVE;0;PTUAZ;1
66100;NOVO HORIZONTE;NOVO HORIZONTE;DECOLAGEM;SUBSTANCIAL;1;PUXXX9;NULL
66109;SOROCABA;SALGADO FILHO;APROXIMAÇÃO FINAL;NENHUM;0;PTLQS;8
66121;ANÁPOLIS;AERÓDROMO NACIONAL DE AVIAÇÃO;CORRIDA APÓS POUSO;NENHUM;0;PTJSQ;7
66127;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;CORRIDA APÓS POUSO;LEVE;0;PTVSM;6
66128;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;DESTRUÍDA;1;PRAJF;1
66129;BASE AÉREA DE TAUBATÉ;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;LEVE;0;PTYZG;7
66131;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTWQR;1
66140;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;CRUZEIRO;NENHUM;0;PPFGM;3
66145;BARTOLOMEU LISANDRO;BARTOLOMEU LISANDRO;DESCIDA;NENHUM;0;PRLCD;14
66155;FAZENDA IROHY;CAMPO DE MARTE;CRUZEIRO;NENHUM;0;PTNYJ;4
66156;TEFÉ;TABATINGA;APROXIMAÇÃO FINAL;DESTRUÍDA;3;PTICU;6
66158;CAMPO DE MARTE;CAMPO DE MARTE;TÁXI;NENHUM;0;PTHOY;5
66159;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTUEA;1
66160;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;DESTRUÍDA;1;PTGNM;1
66192;BARRA GRANDE;TERRAVISTA;DECOLAGEM;SUBSTANCIAL;0;PTRFK;6
66197;SENADOR NILO COELHO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;LEVE;0;PRONW;172
66198;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;SUBSTANCIAL;0;PRJMP;4
66199;JACAREPAGUÁ;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRBGG;14
66203;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;SUBSTANCIAL;0;PTUTE;1
66204;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PPLJM;1
66210;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PTWJI;1
66215;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTULF;1
66216;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PTVTN;1
66221;GUARAPARI;GUARAPARI;POUSO;LEVE;0;PRKNE;2
66222;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRPEL;1
66223;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRRUY;1
66244;ADALBERTO MENDES DA SILVA;COMANDANTE GASTÃO;POUSO;SUBSTANCIAL;2;PRGRS;4
66247;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTGUS;1
66250;CONGONHAS;AFONSO PENA;CORRIDA APÓS POUSO;LEVE;0;PRMHA;184
66253;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTUSO;1
66261;SÃO LOURENÇO;SÃO LOURENÇO;EMPREGO MILITAR;LEVE;0;PPEJN;6
66262;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;1;PTGBZ;1
66263;CAMPO DE MARTE;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PTHKX;5
66265;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;PTYPW;4
66270;LEITE LOPES;LEITE LOPES;CORRIDA APÓS POUSO;NENHUM;0;PURBR;2
66271;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;CORRIDA APÓS POUSO;NENHUM;0;PRVJF;4
66272;MOJI MIRIM;MOJI MIRIM;POUSO;SUBSTANCIAL;0;PUXXX10;NULL
66273;PROFESSOR URBANO ERNESTO STUMPF;Comandante Rolim Adolfo Amaro;APROXIMAÇÃO FINAL;LEVE;0;PRMDE;6
66274;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;SUBSTANCIAL;0;PTUCQ;1
66278;CAMOCIM;CAMOCIM;DECOLAGEM;SUBSTANCIAL;0;PUJGP;0
66281;DEPUTADO LUÍS EDUARDO MAGALHÃES;SANTA MARIA;DESCIDA;NENHUM;0;PRAQH;75
66282;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTGVM;1
66287;MINISTRO VICTOR KONDER;Comandante Rolim Adolfo Amaro;APROXIMAÇÃO FINAL;LEVE;0;PPIMP;6
66290;AJARANI;INGAZEIRA;INDETERMINADA;***;0;PTJJT;8
66298;JACAREPAGUÁ;FORA DE AERODROMO;SUBIDA;LEVE;0;PROHD;17
66300;PRESIDENTE JUSCELINO KUBITSCHEK;ATLAS BRASIL CANTANHEDE;DECOLAGEM;LEVE;0;PRGEK;146
66301;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;LEVE;0;PTMXL;231
66309;CAMPO DE MARTE;PARATI;APROXIMAÇÃO FINAL;SUBSTANCIAL;5;PRSOM;8
66310;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PPMAM;4
66321;FORA DE AERODROMO;MACAÉ;POUSO;LEVE;0;PRCHC;14
66323;AFONSO PENA;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;NENHUM;0;PRAZG;112
66324;AMERICANA;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTZGI;4
66325;MAX FONTOURA;CATARATAS;TÁXI;NENHUM;0;PRDSA;6
66329;ANTONIO CARLOS JOBIM / GALEÃO;EURICO DE AGUIAR SALLES;CRUZEIRO;NENHUM;0;PRTTP;7
66332;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PRNVC;1
66333;SERTANÓPOLIS;SERTANÓPOLIS;DECOLAGEM;SUBSTANCIAL;0;PTDQC;6
66334;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTUUG;1
66335;SÃO SEPÉ;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PRSEP;1
66342;ANÁPOLIS;ANÁPOLIS;MANOBRA;NENHUM;0;PPBOZ;1
66349;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PRLKA;1
66350;REDENÇÃO;PRESIDENTE CASTRO PINTO;DECOLAGEM;SUBSTANCIAL;0;PTVSM;6
66352;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTUQQ;1
66362;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;0;PTUXT;1
66368;FAZENDA ESPÍRITO SANTO;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;TÁXI;LEVE;0;PTRIM;7
66378;FORA DE AERODROMO;MUNDICO COELHO;POUSO;***;0;PRORA;6
66382;JACAREPAGUÁ;FORA DE AERODROMO;POUSO;NENHUM;0;PROHL;17
66385;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;DESCIDA;NENHUM;0;PRMBY;184
66394;DESTILARIA MEDASA;EURICO DE AGUIAR SALLES;SUBIDA;SUBSTANCIAL;0;PRORL;0
66395;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;CORRIDA APÓS POUSO;LEVE;0;PTOTC;11
66397;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;DESTRUÍDA;1;PUXXX11;NULL
66405;CAMPO DE MARTE;CAMPO DE MARTE;DECOLAGEM;NENHUM;0;PRSAU;1
66406;TANCREDO DE ALMEIDA NEVES;TANCREDO DE ALMEIDA NEVES;CRUZEIRO;SUBSTANCIAL;2;PUTFM;2
66409;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;LEVE;0;PRABO;5
66412;CONGONHAS;FAZENDA ARROSSENSAL;CORRIDA APÓS POUSO;LEVE;0;PRPLR;NULL
66414;TERRAVISTA;COLATINA;CORRIDA APÓS POUSO;LEVE;0;PRVPJ;7
66417;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;1;PTVVG;1
66427;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PUCFB;2
66430;CONGONHAS;SALGADO FILHO;ESTACIONAMENTO;NENHUM;0;PRMBG;182
66431;SÃO FÉLIX DO XINGU;FORA DE AERODROMO;POUSO;DESTRUÍDA;0;PRMER;6
66432;TANCREDO NEVES;EURICO DE AGUIAR SALLES;DESCIDA;LEVE;0;PRAUO;125
66434;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPUERTO INTERNACIONAL EL DORADO;CRUZEIRO;LEVE;0;PTMOE;235
66437;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CRUZEIRO;NENHUM;0;PRUEA;NULL
66440;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;DECOLAGEM;NENHUM;0;PRRLC;2
66443;MACAÉ;FPSO FLUMINENSE;CRUZEIRO;NENHUM;0;PRBGY;14
66444;CONGONHAS;TANCREDO NEVES;DECOLAGEM;LEVE;0;PTMZY;184
66445;BARTOLOMEU DE GUSMÃO;AEROCLUBE DE ITÁPOLIS;ESTACIONAMENTO;LEVE;0;PPACO;2
66445;BARTOLOMEU DE GUSMÃO;BARTOLOMEU DE GUSMÃO;ESTACIONAMENTO;LEVE;0;PPCTS;10
66446;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTWXB;1
66449;NOVO HAMBURGO;NOVO HAMBURGO;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;0;PTZSW;2
66450;HERCÍLIO LUZ;HERCÍLIO LUZ;POUSO;SUBSTANCIAL;0;PRFLM;6
66451;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;1;PTWBO;1
66454;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;SUBIDA;NENHUM;0;PROCN;172
66455;GUARARAPES - GILBERTO FREYRE;DEPUTADO LUÍS EDUARDO MAGALHÃES;CRUZEIRO;NENHUM;0;PTSOK;34
66457;SÃO TOMÉ;PETROBRAS 37;POUSO;SUBSTANCIAL;0;PRMEY;14
66477;GOVERNADOR ANDRÉ FRANCO MONTORO;HERCÍLIO LUZ;SUBIDA;NENHUM;0;PRGXL;199
66489;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTUGL;1
66500;PRESIDENTE JOÃO BATISTA FIGUEIREDO;FAZENDA SANTA LAURA;TÁXI;LEVE;0;PPACF;6
66503;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PTWFV;1
66508;SALGADO FILHO;CONGONHAS;SAÍDA IFR;NENHUM;0;PRAUQ;125
66509;SERAFIN ENOSS BERTASO;HERCÍLIO LUZ;POUSO;NENHUM;0;PRAYL;125
66510;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;SUBIDA;NENHUM;0;PROBF;173
66512;LEITE LOPES;ESTADUAL ARTHUR SIQUEIRA;TÁXI;NENHUM;0;PTJZK;2
66514;AERO AGRÍCOLA RIO CLARO;MARECHAL RONDON;TÁXI;LEVE;0;PTVIX;6
